date,0f259232e21f0c2fee6ad8d1d8f1027a,9274b3c3b5944720ff3a39acd9cf88fd,255b57e780bd487c9f2c9d8a6d98122e,81a7fd8b494dcdbef06baf399f2f6ab3,3679c0945f1a70a259b655406fc39172,456a12b90d15a721ad799e16006c6684,05b2f1f50c1ce311f0dbd14eee459bff,85e40ab41dbb322d6265279032519a63,fb99ada28bdcb8a828a19ba2293b5607,ec5c0d5f42ed96fb66f585f2072f51c8,5a238bc5400490331b6b4c08ea0fe0ab,f3b0f9ecd412b62d07cc9a0c8e80470c,f7e1531894d4de8cc0d90bc6c9ba8991,942619b5db45e2e562e61d92119ff838,94e09ab4773fbc3b2b67c2f34281220a,f0e3dfc632173c07417737b09c0ef573,05c65dfa276e4011e911260f8118f6c9,795c21f080ec8025792ef4d0dbbd8b71,af3df9ccd4174c841a11369f668d7eed,a107bcb0918d989fb9378c897e0ffddc,26946cac9ecc79ec658301e357330c5e,18583b9b1ebca580d6dd801f9dc66bd4,bca747f5e6237a7773881a0467d2e683,ccb2a8fe516433ddfb606137a178f9ed,61768dc417b2b3ede0ed37eb320093a9,0bcb8976125dbc200aaac6e2843288d3,9f787e7ea88cf6d08f0a84ff9671c365,c4c7efcae8d0827a8d07ca016a3bfb6a,b08119580a4f62b96c89326c2e32b695,0da4b490e41e0fe2c7df72f01af5ec50,a05ee4cf2d1de48475756e7a2d0a7cf1,a693b13a81f3e3d78eca32b7cc36b60e,c6424732171a02f1c1062f50c3a73a77,cbaac4719cd0e31524598d62fe31fe48,27da4027d84eff5adb55c509efaafbe0,ff9858a350a257210e2851650a7cd6d2,565b7097a474e2e3750586bd4d6b0bb5,23edc5ff51cfadd333466861a4e1ea38,c5d9c0b2012bb566a6a73b4d9e07fe86,1f56c874da3dc7e3bed7f8f6529b64a2,ae6f5f4d844a09b756dc601df2c1e8d9,36493d4cdc4c7a595e50be5d6c71f09d,dd131a05ead3e4f70b991714a54de5ab,cfe26d6aea9efd71c5513cd733043333,7ba28aba612a440ff8dd711262154f44,2a73e11492c29b7696d32cab40401a30,3ac8acc7e11bbe6772fddad237e51d2e,0d96aee679fac13091dac1b352b9485f,630ee7e776797db7d8df48faa23d5a65,9c0a5f9ef978de85871f0df5f328cc04,762c8c28af0cb9ae3028f33c1520a885,0928147d7fed5d2704e5864f15310df3,2e300d5b9ced3d6eb1bd338e15f42705,9b0f782fc5e61f4bcd60aec45a951907,8c1269604d51124eea733d76d969419f,71e83ca83dd815fb28599128e3923a04,2e207747b7f6ba4806dacd5c8eefb008,47251289aa301e5e085ea87168b93c5b,d774007926d300cfdc0af21fd17631da,a755c8d149dbfd8145d7e0970920af69,0e9ec21c9c1d75db573e64780f4bdc04,c4c87cc56c600398a547bf1d240bac4a,876d491f272ea12d93db7be1c54c1e5e,f4010791f0c5aa854730550435ca5837,d73f5beea409541bfeaa2095570c500d,3dd952e6eff4eeed1f99f883d7760558,ea594b4481ccdee2d7ed446a2a0ae272,e853197616422fca1c71e49cdd101657,32e418063c86b6aba3701f86f27b15bb,e47da797deb91bee9d49736f2c03f5d4,200d22d4f0b96478bc89e527590483df,ce1dd76e18ef0012011b3032be8a83fe,72cf8a1a01fb55ce2780a3fe0f8038d1,5402c87773c8c6cb257b4394b0717185,281856e1516923676b43bd418e6f25a7,9c863871d4cf0e4b25504375945feaa9,7fc85a57ec35f1b6145953e32a673446,67c5e92a315327f8188d2c91faf5c3a1,1ba20e49a934c9f63888c0aca2e3bdb0,106479e4024061d5093f0dcd23bc6cf9,179d05e99c44e629c8e68aef8ee71784,e2a80f87817bef0d96786c7ce389aed6,8597f5e4b5aabc29c6fc71c001a9303a,6a3dd1d0444d504a669c0825857a9074,fe5f4acc019e16ac5a920b1014cc7229,1ccc72120e9ca6b9c58c97c139468900,7342f68949be41c06eb30d3be1f3499d,9d5cf228e9ec57d97be4213c970d5621,a5b2dafc7f7a3eabaaff5f337f5a7d42,796b462f075af0b2fa608735085c20e9,668beb724f47e5a18cece4da0cfd0a51,a2a8db06139e5d8b33b9696c575f0414,9a6473062b1e797bcc9732f0c9a07849,cae432c95e5232373cb67ff90e7793d8,19f6997d3ba451b2bc8107503d70ab73,83e59a57e4575c3cbd02a8451997959b,5876cef9666eaf04c8dda83ec6c83a60,66b960536d4f8c72e04621cc3b3cf8e8,cf83b57ee57ce2ce8c9cc50781da2080,13e68590206aad4467ab4aa1b71406f6
2015-08-10,0.0001051569148390093,0.02707790557104489,0.0,0.004732061167755418,0.0,0.006467150262599071,0.0002628922870975232,0.006782621007116099,0.007045513294213622,0.0003154707445170279,0.003154707445170279,0.0005783630316145511,0.0001577353722585139,0.0,0.0004206276593560371,0.007834190155506193,5.257845741950464e-05,0.0004206276593560371,0.0002103138296780186,0.0006309414890340558,0.0003154707445170279,5.257845741950464e-05,0.0003154707445170279,0.002366030583877709,0.0004206276593560371,0.0001577353722585139,0.0,0.0001051569148390093,0.00951670079293034,0.000893833776131579,0.0001051569148390093,0.0008412553187120743,0.02628922870975232,5.257845741950464e-05,0.001682510637424149,0.0005783630316145511,0.0004732061167755418,0.003575335104526316,0.001682510637424149,0.001945402924521672,0.001997981381941176,0.0001051569148390093,0.0003680492019365325,0.002786658243233746,0.0003680492019365325,0.0008412553187120743,0.007729033240667183,0.0005257845741950465,0.0006309414890340558,0.001840246009682662,0.0001577353722585139,0.00599394414582353,0.008307396272281733,0.0008412553187120743,0.001104147605809598,0.02513250264652322,0.06535502257244427,0.0001051569148390093,0.001787667552263158,0.0646189241685712,0.0005257845741950465,0.0003154707445170279,0.004626904252916409,0.0,0.0002103138296780186,0.0004732061167755418,0.0002628922870975232,0.001051569148390093,0.07660681246021826,0.003417599732267802,0.001629932180004644,0.0001577353722585139,0.0002628922870975232,0.001051569148390093,0.001051569148390093,0.0007886768612925697,0.0005257845741950465,0.001104147605809598,0.001156726063229102,5.257845741950464e-05,0.001156726063229102,0.0008412553187120743,0.002103138296780186,0.00147219680774613,0.003207285902589783,0.001261882978068112,0.0004732061167755418,0.002103138296780186,0.002208295211619195,0.0004732061167755418,0.0004206276593560371,0.001787667552263158,0.03065324067557121,0.005941365688404024,0.02103138296780186,0.0008412553187120743,0.007781611698086687,0.05525995874789938,5.257845741950464e-05,0.0008412553187120743
2015-08-17,0.0,0.02770948629886857,0.0001620437795255472,0.005293430131167875,0.0001080291863503648,0.005563503097043787,0.000270072965875912,0.006805838740072982,0.009506568398832103,0.0003240875590510944,0.003943065301788315,0.001026277270328465,0.0001620437795255472,0.0001080291863503648,0.000810218897627736,0.006697809553722617,0.0003240875590510944,0.0005941605249270064,0.0004321167454014592,0.0004861313385766416,0.0002160583727007296,0.0001080291863503648,0.0004861313385766416,0.002322627506532843,0.0003240875590510944,0.0003240875590510944,0.0001620437795255472,0.0003781021522262768,0.008480291128503636,0.000810218897627736,0.0001080291863503648,0.0007021897112773712,0.03392116451401454,5.40145931751824e-05,0.001242335643029195,0.0003781021522262768,0.0008642334908029183,0.004753284199416051,0.002430656692883208,0.002160583727007296,0.001944525354306566,0.0001620437795255472,0.0004321167454014592,0.003078831810985397,0.0003240875590510944,0.0004321167454014592,0.008858393280729912,0.0004861313385766416,0.0004861313385766416,0.002052554540656931,0.0,0.007670072230875901,0.007183940892299259,0.00113430645667883,0.001242335643029195,0.02452262530153281,0.06676203716452545,0.0001620437795255472,0.00156642320208029,0.07443210939540135,0.001026277270328465,0.0003781021522262768,0.005725546876569334,0.0,0.0003240875590510944,0.000270072965875912,0.000270072965875912,0.001458394015729925,0.08399269238740863,0.004429196640364956,0.002646715065583938,0.0003240875590510944,0.0001620437795255472,0.001080291863503648,0.0005941605249270064,0.0003781021522262768,0.0003781021522262768,0.0007562043044525536,0.001620437795255472,0.0003240875590510944,0.001080291863503648,0.001458394015729925,0.001998539947481749,0.002322627506532843,0.003132846404160579,0.001080291863503648,0.0008642334908029183,0.002052554540656931,0.002322627506532843,0.000810218897627736,0.0004861313385766416,0.002538685879233573,0.03095036188937951,0.007508028451350353,0.01949926813624085,0.0004861313385766416,0.008156203569452541,0.06298101564226267,5.40145931751824e-05,0.0005401459317518239
2015-08-24,0.0,0.02742176860088849,0.0001540548797802724,0.005494624045496383,0.0001540548797802724,0.005237865912529262,5.135162659342414e-05,0.00718922772307938,0.008267611881541286,0.0004108130127473931,0.004416239887034476,0.0008216260254947862,0.0001027032531868483,0.0001027032531868483,0.000359461386153969,0.006110843564617473,0.0001027032531868483,0.0005648678925276655,0.0002567581329671207,0.0005648678925276655,0.0002054065063736965,5.135162659342414e-05,0.0005135162659342414,0.002927042715825176,0.0002567581329671207,0.000359461386153969,5.135162659342414e-05,0.000359461386153969,0.007805447242200469,0.0008216260254947862,0.0001540548797802724,0.000718922772307938,0.03337855728572569,5.135162659342414e-05,0.002002713437143542,0.0004108130127473931,0.000718922772307938,0.004878404526375293,0.001643252050989572,0.001694603677582996,0.001797306930769845,5.135162659342414e-05,0.0004621646393408173,0.001540548797802724,0.0004621646393408173,0.0007702743989013621,0.009397347666596617,0.0007702743989013621,0.0003081097595605448,0.002259471570110662,5.135162659342414e-05,0.004878404526375293,0.007035172843299107,0.000718922772307938,0.0005135162659342414,0.02413526449890934,0.06629494993211056,0.0,0.001386493918022452,0.06855442150222123,0.0006675711457145139,0.0004621646393408173,0.004570294766814749,0.0,0.0004621646393408173,0.0004108130127473931,0.0004621646393408173,0.001437845544615876,0.07933826308684029,0.002927042715825176,0.001797306930769845,0.0003081097595605448,0.0001027032531868483,0.0014891971712093,0.001386493918022452,0.0009243292786816345,0.0003081097595605448,0.0006162195191210896,0.001797306930769845,0.0002054065063736965,0.0005135162659342414,0.001078384158461907,0.002002713437143542,0.002464878076484359,0.002054065063736966,0.001181087411648755,0.0009243292786816345,0.0008216260254947862,0.002002713437143542,0.001078384158461907,0.0005135162659342414,0.002310823196704086,0.03337855728572569,0.004672998020001597,0.01997578274484199,0.0007702743989013621,0.008524370014508406,0.06162195191210897,0.0001027032531868483,0.0007702743989013621
2015-08-31,5.41389449224965e-05,0.03058850388121052,0.0002706947246124825,0.005684589216862132,0.000216555779689986,0.005522172382094643,0.0002706947246124825,0.007525313344227013,0.008120841738374475,0.0003789726144574755,0.003843865089497251,0.001136917843372426,0.0001624168347674895,0.000108277889844993,0.000433111559379972,0.008662231187599439,0.000216555779689986,0.000216555779689986,0.000433111559379972,0.000866223118759944,0.0002706947246124825,0.000108277889844993,0.0005955283941474614,0.002219696741822356,0.000324833669534979,0.0006496673390699579,0.0002706947246124825,0.000216555779689986,0.01136917843372426,0.001136917843372426,0.0,0.0005955283941474614,0.03205025539411793,0.000324833669534979,0.001732446237519888,0.0007038062839924545,0.0006496673390699579,0.004655949263334699,0.001353473623062412,0.001894863072287377,0.00232797463166735,0.000108277889844993,0.000324833669534979,0.001894863072287377,0.000757945228914951,0.0005955283941474614,0.01109848370911178,0.0005413894492249649,0.000216555779689986,0.001570029402752398,0.0,0.005630450271939636,0.00974501008604937,0.001191056788294923,0.000866223118759944,0.02382113576589846,0.06848576532695808,5.41389449224965e-05,0.001678307292597391,0.07817663646808494,0.0004872505043024685,0.0002706947246124825,0.00557631132701714,0.0,0.000216555779689986,0.000433111559379972,0.000433111559379972,0.001515890457829902,0.08754267393967684,0.003843865089497251,0.002436252521512342,5.41389449224965e-05,0.0,0.001353473623062412,0.0007038062839924545,0.0005955283941474614,0.000433111559379972,0.0004872505043024685,0.001245195733217419,0.0005413894492249649,0.0005413894492249649,0.000866223118759944,0.002111418851977364,0.001786585182442384,0.003194197750427293,0.001570029402752398,0.0004872505043024685,0.001245195733217419,0.002652808301202328,0.0007038062839924545,0.0009203620636824405,0.002273835686744853,0.03692276043714261,0.00541389449224965,0.0200314096213237,0.000866223118759944,0.008932925912211922,0.06458776129253832,0.000108277889844993,0.0006496673390699579
2015-09-07,0.0,0.02973606932871499,0.0001918456085723547,0.005659445452884465,0.0001918456085723547,0.006091098072172263,0.0002398070107154434,0.006810519104318594,0.007721785745037279,0.0007194210321463303,0.004460410399307248,0.001007189445004862,0.0001438842064292661,0.0002398070107154434,0.0008153438364325076,0.006378866485030795,0.0002877684128585321,0.0005755368257170642,0.0002877684128585321,0.0006714596300032416,9.592280428617737e-05,0.0001438842064292661,0.0003836912171447095,0.002350108705011346,0.0007194210321463303,0.0004796140214308869,4.796140214308868e-05,0.0003357298150016208,0.008489168179326698,0.001486803466435749,0.0,0.0002877684128585321,0.03155860261015236,4.796140214308868e-05,0.001870494683580459,0.0002877684128585321,0.0007194210321463303,0.004892063018595046,0.001294957857863394,0.001966417487866636,0.001918456085723547,4.796140214308868e-05,0.0002398070107154434,0.001582726270721927,0.0004796140214308869,0.0008633052385755963,0.008585090983612875,0.0006234982278601529,0.0004316526192877982,0.001486803466435749,4.796140214308868e-05,0.005035947225024312,0.00729013312574948,0.000911266640718685,0.0007194210321463303,0.02431643088654597,0.07064714535676964,0.0001918456085723547,0.002829722726442233,0.07318909967035334,0.0006714596300032416,0.0004796140214308869,0.004844101616451957,4.796140214308868e-05,0.0002877684128585321,0.0005275754235739756,0.0005275754235739756,0.001199035053577217,0.08642644666184582,0.003836912171447095,0.001870494683580459,0.0003357298150016208,9.592280428617737e-05,0.001294957857863394,0.0008633052385755963,0.00110311224929104,0.0003836912171447095,0.0004796140214308869,0.001438842064292661,0.0001438842064292661,0.0007673824342894189,0.001199035053577217,0.002446031509297523,0.001870494683580459,0.002350108705011346,0.001246996455720306,0.0004796140214308869,0.001390880662149572,0.002014378890009725,0.0006714596300032416,0.0003357298150016208,0.002206224498582079,0.03549143758588563,0.004940024420738135,0.01928048366152165,0.0007194210321463303,0.00839324537504052,0.0660908121531762,0.0,9.592280428617737e-05
2015-09-14,9.973808598472882e-05,0.02847522354864008,0.0003490833009465509,0.005734939944121907,0.0002992142579541865,0.004986904299236442,0.0001496071289770932,0.006881927932946289,0.00847773730870195,0.0001994761719694576,0.003291356837496051,0.0006482975589007374,4.986904299236441e-05,0.0,0.0002992142579541865,0.008826820609648501,0.0004986904299236441,0.0003989523439389153,0.0003989523439389153,0.0005485594729160085,0.0001994761719694576,0.0001496071289770932,0.0001994761719694576,0.001845154590717483,0.0005485594729160085,0.0003989523439389153,9.973808598472882e-05,0.0003490833009465509,0.01112079658729726,0.0008976427738625595,9.973808598472882e-05,0.0005485594729160085,0.02907365206454845,0.0001994761719694576,0.001944892676702212,0.0009973808598472882,0.0007979046878778305,0.004837297170259348,0.00169554746174039,0.001845154590717483,0.001296595117801475,9.973808598472882e-05,0.0005984285159083729,0.001595809375755661,0.0003989523439389153,0.0009973808598472882,0.0081286540077554,0.0003490833009465509,0.0002992142579541865,0.001396333203786203,9.973808598472882e-05,0.007629963577831755,0.009874070512488153,0.001346464160793839,0.0005485594729160085,0.0228400216905029,0.0730082789408215,0.000249345214961822,0.001994761719694576,0.07041508870521855,0.0006482975589007374,0.0004488213869312797,0.006632582717984467,0.0001994761719694576,0.0005984285159083729,0.0003490833009465509,0.0001994761719694576,0.001346464160793839,0.08527606351694314,0.003690309181434967,0.002393714063633492,0.0001496071289770932,0.0002992142579541865,0.001047249902839653,0.000847773730870195,0.0003989523439389153,0.0005485594729160085,0.0006482975589007374,0.002194237891664034,0.0001496071289770932,0.0005984285159083729,0.0009475118168549238,0.001346464160793839,0.001795285547725119,0.003740178224427331,0.001296595117801475,0.0003989523439389153,0.002044630762686941,0.001396333203786203,0.0006981666018931017,0.0005984285159083729,0.001845154590717483,0.03600544904048711,0.007580094534839391,0.01890036729410611,0.0005984285159083729,0.008328130179724856,0.06413158928818063,9.973808598472882e-05,0.0003490833009465509
2015-09-21,0.0001016918672092826,0.0301516386275523,0.0003050756016278479,0.005084593360464132,0.0003050756016278479,0.006203203899766241,5.084593360464132e-05,0.006254049833370882,0.006965892903835861,0.0006609971368603372,0.003610061285929534,0.0006609971368603372,0.0001016918672092826,5.084593360464132e-05,0.0004067674688371306,0.005694744563719828,0.000152537800813924,0.0002542296680232066,0.0005593052696510545,0.0001016918672092826,0.000152537800813924,0.0,0.0002542296680232066,0.002643988547441349,0.0002033837344185653,0.0001016918672092826,5.084593360464132e-05,0.0005084593360464132,0.008389579044765817,0.001728761742557805,0.0,0.0003559215352324892,0.03340577837824935,0.0,0.002033837344185653,0.0006609971368603372,0.0009152268048835438,0.003610061285929534,0.001982991410581011,0.001677915808953164,0.001576223941743881,0.0001016918672092826,0.0005593052696510545,0.002288067012208859,0.0003559215352324892,0.0009152268048835438,0.01077933792418396,0.0004576134024417719,0.0003559215352324892,0.002237221078604218,5.084593360464132e-05,0.007270968505463709,0.007220122571859068,0.0007118430704649785,0.0006609971368603372,0.02394843472778606,0.07428590899638098,0.0002542296680232066,0.001271148340116033,0.07179445824975354,0.0007118430704649785,0.0002542296680232066,0.005694744563719828,5.084593360464132e-05,0.0003050756016278479,0.0002033837344185653,0.0005084593360464132,0.001474532074534598,0.08608216559265776,0.00386429095395274,0.001474532074534598,0.0003050756016278479,0.0001016918672092826,0.001779607676162446,0.0007118430704649785,0.001372840207325316,0.0005593052696510545,0.0007626890040696198,0.001016918672092826,5.084593360464132e-05,0.0005593052696510545,0.0008643808712789024,0.002389758879418142,0.001271148340116033,0.003711753153138816,0.00152537800813924,0.0007626890040696198,0.001728761742557805,0.00193214547697637,0.0008643808712789024,0.0005084593360464132,0.001779607676162446,0.03513454012080715,0.007067584771045144,0.01942314663697298,0.001220302406511392,0.007474352239882274,0.06025243132149997,0.0001016918672092826,0.0008643808712789024
2015-09-28,5.338947428712574e-05,0.02952437928078053,0.0001601684228613772,0.004110989520108682,0.0001601684228613772,0.005499115851573951,0.0003203368457227544,0.005872842171583832,0.007848252720207484,0.0006406736914455088,0.003149978982940419,0.0005338947428712574,0.0001067789485742515,5.338947428712574e-05,0.0003203368457227544,0.007367747451623352,0.0003203368457227544,0.0003203368457227544,0.0004271157942970059,0.0005338947428712574,0.0001067789485742515,5.338947428712574e-05,0.000213557897148503,0.001334736857178144,0.000213557897148503,0.000213557897148503,0.0001601684228613772,0.000213557897148503,0.008862652731662873,0.001334736857178144,5.338947428712574e-05,0.0004271157942970059,0.03112606350939431,0.0001067789485742515,0.00213557897148503,0.0005338947428712574,0.0008542315885940119,0.004591494788692814,0.001067789485742515,0.001761852651475149,0.0008008421143068861,5.338947428712574e-05,0.0004805052685841317,0.00288303161150479,0.0004271157942970059,0.0005338947428712574,0.00966349484596976,0.0004271157942970059,0.0,0.001174568434316766,5.338947428712574e-05,0.004965221108702694,0.007527915874484729,0.001121178960029641,0.001014400011455389,0.02215663182915718,0.07100800080187723,0.0004271157942970059,0.001227957908603892,0.07095461132759011,0.0006406736914455088,0.0003737263200098802,0.004324547417257185,0.0001067789485742515,0.0001067789485742515,0.0004805052685841317,0.0003737263200098802,0.001227957908603892,0.08435536937365867,0.002402526342920658,0.0009076210628811376,0.000213557897148503,0.0001601684228613772,0.001281347382891018,0.0008542315885940119,0.001281347382891018,0.0003737263200098802,0.0005872842171583832,0.001388126331465269,5.338947428712574e-05,0.0004271157942970059,0.0005872842171583832,0.001975410548623653,0.001334736857178144,0.003683873725811676,0.001014400011455389,0.0004271157942970059,0.0005338947428712574,0.0008542315885940119,0.0006406736914455088,0.0002669473714356287,0.001441515805752395,0.03320825300659221,0.004644884262979939,0.01772530546332575,0.0009076210628811376,0.006673684285890717,0.05883520066441256,5.338947428712574e-05,0.0005872842171583832
2015-10-05,0.0,0.02884285695236507,0.0002465201448920092,0.004240146492142558,0.0002465201448920092,0.005965787506386622,9.860805795680366e-05,0.005719267361494613,0.006902564056976257,0.0003944322318272147,0.003944322318272147,0.000887472521611233,0.0,4.930402897840183e-05,0.0001479120869352055,0.006803955999019453,0.0003451282028488128,0.000591648347740822,0.000591648347740822,0.0006902564056976257,0.0001479120869352055,9.860805795680366e-05,0.0005423443187624202,0.001824249072200868,0.0007888644636544293,0.0007395604346760275,4.930402897840183e-05,0.0001972161159136073,0.008924029245090732,0.0009860805795680366,4.930402897840183e-05,0.0006409523767192238,0.03002615364784672,9.860805795680366e-05,0.001972161159136073,0.0004437362608056165,0.0007395604346760275,0.004535970666012969,0.001676336985265662,0.002317289361984886,0.00133120878241685,0.0,9.860805795680366e-05,0.001922857130157672,0.0001479120869352055,0.0007395604346760275,0.01109340652014041,0.0007395604346760275,0.0007888644636544293,0.001281904753438448,0.0,0.005669963332516211,0.008036556723479499,0.0005423443187624202,0.0008381684926328312,0.02322219764882726,0.07134292993174746,0.0001972161159136073,0.001528424898330457,0.07050476143911462,0.000591648347740822,0.0004437362608056165,0.0053741391586458,0.0,0.0003451282028488128,0.0006902564056976257,0.0002465201448920092,0.001528424898330457,0.08238703242290947,0.003401977999509726,0.001824249072200868,0.0002465201448920092,0.0001972161159136073,0.001232600724460046,0.001035384608546439,0.000591648347740822,0.0003451282028488128,0.00108468863752484,0.002218681304028082,0.000295824173870411,0.001183296695481644,0.0006409523767192238,0.002120073246071279,0.001380512811395251,0.002613113535855297,0.0006409523767192238,0.0004437362608056165,0.0008381684926328312,0.001627032956287261,0.0007395604346760275,0.000295824173870411,0.002070769217092877,0.03081501811150114,0.0053741391586458,0.01922857130157671,0.0008381684926328312,0.006754651970041051,0.05743919375983814,0.0002465201448920092,0.0005423443187624202
2015-10-12,5.195438089926689e-05,0.0312245829204594,0.0001558631426978007,0.004364167995538419,0.0001039087617985338,0.006650160755106162,0.0001558631426978007,0.005559118756221558,0.008312700943882702,0.0003636806662948683,0.004883711804531087,0.001194950760683138,0.0002078175235970676,0.0001039087617985338,0.0005195438089926689,0.007273613325897365,0.0003636806662948683,0.000467589428093402,0.0006754069516904696,0.000935178856186804,0.0004156350471941351,5.195438089926689e-05,0.0005195438089926689,0.002078175235970676,0.0007273613325897365,0.0007273613325897365,0.0001558631426978007,0.0003636806662948683,0.009403742942767307,0.001142996379783872,0.0,0.0003636806662948683,0.03293907749013521,5.195438089926689e-05,0.001818403331474341,0.001039087617985338,0.0004156350471941351,0.00535130123262449,0.001402768284280206,0.002285992759567743,0.001714494569675807,0.0,0.0004156350471941351,0.001818403331474341,0.000467589428093402,0.001818403331474341,0.009299834180968773,0.0006754069516904696,0.0003636806662948683,0.001558631426978007,5.195438089926689e-05,0.005663027518020091,0.008780290371976104,0.001039087617985338,0.0006754069516904696,0.02618500797323051,0.07465844535224653,0.0002597719044963344,0.001350813903380939,0.06593010936116968,0.0008312700943882703,0.0003636806662948683,0.004883711804531087,0.0,0.0002078175235970676,0.0002597719044963344,0.0003117262853956013,0.001766448950575074,0.08073710791746075,0.00301335409215748,0.00150667704607874,0.0003636806662948683,0.0001039087617985338,0.001610585807877274,0.000987133237086071,0.0006234525707912026,0.0005195438089926689,0.000935178856186804,0.001818403331474341,0.0003117262853956013,0.0005195438089926689,0.000935178856186804,0.002753582187661145,0.001714494569675807,0.003428989139351615,0.0007273613325897365,0.000467589428093402,0.001194950760683138,0.002026220855071409,0.001298859522481672,0.0004156350471941351,0.002545764664064077,0.0304452672069704,0.005714981898919358,0.02130129616869943,0.0006754069516904696,0.006546251993307628,0.05314933165995003,0.0001039087617985338,0.0005195438089926689
